date,MonthYear,year,time,occupancy,precinct,bbl,reason,dba,address,zip,floor,corp,sex,race,inspector,notes,buildings_violations,buildings_summonses,buildings_ecb,buildings_violationsCW,fire_violations,fire_summonses,fire_ecb,fire_violationsCW,police_summonses,police_arrests,police_ecb,health_summonses,health_arrests,health_ecb,citation-ANY,citation-YN
1/24/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00349-7501,Complaint - BIS,,"146 Suffolk Street, New York, New York 10002",10002,A,,,,Santiago Davis Pugach,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/18/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-01058-0010,Complaint - BIS,,"441 West 48 Street, New York, New York 10036",10036,1w,,,,Davis Parczewski,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/2/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01831-7502,Complaint - BIS,,"237 West 115th Street, New York, New York 10026",10026,,,,,Levine Pugach Santiago Giglio,Inspection Note: Unable To Determine Transient Use Based On Occupant Interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/8/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00443-0048,Complaint - OSE,,"58 East 1st Street, New York, New York 10003",10003,5e,,,,Santiago Pugach Giglio,Inspection Note: Tenant XXXXXX States He Has A 1 Year Lease Starting 10/14. Tenant States He Would Never Consider Renting Out Apt. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/19/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00905-0050,Complaint - OSE,,"214 East 25th Street, New York, New York 10010",10010,,,,,Santiago Pugach Levine Giglio,Inspection Note: XXXXXX In Apt 4fe Getting Place Ready For Visitor. Unable To Gain Entry To Apts 3fe Or 3rw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/23/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-07555-0031,Complaint - BIS,,"110 Amersfort Place, Brooklyn, New York 11210",11210,3k,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/17/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00897-0053,Complaint - OSE,,"221 West 16th Street, New York, New York 10011",10011,"1,2,3",,,,Giglio Santiago Parczewski,"ECB DEPT. OF BUILDINGS 35151700R,
ECB DOB 35151701Z,
Inspection Note: Permanent Tenants In Apts 1a,2a,3a. Apt 2c Vacant. Floors 4,5 Vacant And Under Construction. Apts 1b,1c,2b,3c,3b Possible Transient Use. Further Investigation Needed. Ring Bell 1a Between 2 And 4 Pm For Access.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Yes
1/14/15,01/2015,2015,,Multiple Dwelling,PBMN,"MN-01554-0049, MN-1554-49",Complaint - BIS,,"1762 2 Avenue, New York, New York 10128",10128,3c,,,,Davis Parczewski,Inspection Note: No Access To Apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/7/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00590-0001,Complaint - OSE,,"37 Cornelia Street, New York, New York 10014",10014,3,,,,Parczewski Levine,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/8/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00892-0071,Posting Violation,,"124 East 37 Street, New York, New York 10016",10016,,,,,Davis Parczewski,Inspection Note: Post.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/19/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00927-0022,Complaint - BIS,,"337 East 21 Street, New York, New York 10010",10010,"2e,4h",,,,Parczewski Giglio,Inspection Note: No Access To Apts 2e And 4h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/19/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01860-0069,Complaint - BIS,,"77 Herkimer Street, Brooklyn, New York 11216",11216,,,,,Pugach Davis,Inspection Note: Unable To Determine As Per Owner Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/18/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01621-0042,Complaint - OSE,,"92 Malcolm X Boulevard, New York, New York 11221",11221,,,,,Giglio Pugach,Inspection Note: Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/21/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01344-0033,Complaint - BIS,,"340 East 52nd Street, New York, New York 10022",10022,"Apts 2e,2g,5g,6g,7e,8e,8g",,,,Giglio Santiago Pugach Davis,"Inspection Note: No Access To Apts. XXXXXX Above Apts Rented As Corporate Rentals ""redac Gateway Hotels"". XXXXXX States That Guests Typically Stay For Less Than 1 Month.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/5/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00399-0008,Complaint - BIS,,"196 East 4 Street, New York, New York 10009",10009,,,,,Parczewski Santiago Davis,Inspection Note: No Exact Location Given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/13/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01039-0049,Complaint - BIS,,"326 West 49th Street, New York, New York 10019",10019,1fw/2re,,,,Pugach Giglio Santiago,"Inspection Note: Apt 1fw Vacant, No Access To Apt 2re.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/13/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01055-0040,Complaint - OSE,,"410 West 46th Street, New York, New York 10036",10036,"1 Rear, 4c",,,,Santiago Pugach Giglio,Inspection Note: No Access To Apts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/4/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01605-0065,Complaint - BIS,,"851 Lafayette Avenue, Brooklyn, New York 11221",11221,All,,,,Santiago Pugach Giglio,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/17/15,04/2015,2015,,Multiple Dwelling,PBBN,BK-02441-0107,Complaint - BIS,,"337 Kent Avenue, New York, New York 11249",11249,2d.,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/20/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-01843-0063,Complaint - BIS,,"971 Columbus Avenue, New York, New York 10025",10025,#8.,,,,Davis Pugach Giglio,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-00802-0023,Complaint - BIS,,"740 51 Street, Brooklyn, New York 11220",11220,Cellar,,,,Davis Santiago Parczewski,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/11/15,02/2015,2015,,Multiple Dwelling,PBBN,BK-01051-0017,Complaint - BIS,,"74 16th Street, Brooklyn, New York 11215",11215,,,,,Parczewski Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/25/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01124-0003,Complaint - BIS,,"71 West 71st Street, New York, New York 10023",10023,,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine As Per Bldg Records.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/27/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00530-7502,Complaint - BIS,,"29 Great Jones Street, New York, New York 10012",10012,2fl,,,,Santiago Parczewski Pugach Davis,Inspection Note: No Access 2e & 2w.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/27/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00535-7501,Complaint - BIS,,"250 Mercer Street, New York, New York 10012",10012,B408,,,,Santiago Pugach Parczewski Davis,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/15,02/2015,2015,,Multiple Dwelling,PBMN,"MN-01724-0009, MN-1724-09",Complaint - BIS,,"67 West 126th Street, New York, New York 10027",10027,,,,,Santiago Parczewski Davis,Inspection Note: Unable To Determine As Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/13/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-02139-0175,Complaint - BIS,,"255 Fort Washington Avenue, New York, New York 10032",10032,#45,,,,Davis Parczewski,Inspection Note: Unable To Determine. Apt Vacant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/5/15,02/2015,2015,,Multiple Dwelling,PBQN,QN-05041-0002,Complaint - BIS,,"133-04 41 Avenue, Flushing, New York 11355",11355,2-4fl,,,,Levine Santiago Pugach Giglio Davis,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/15/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-000349-7501,Complaint - BIS,,"146 Suffolk Street, New York, New York 10002",10002,,,,,Pugach Giglio Santiago Levine,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/30/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00619-0026,Complaint - BIS,,"218 West 10th Street, New York, New York 10014",10014,6e,,,,Giglio Parczewski Pugach Santiago,Inspection Note: Apt 6e Long Term Tenant. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/27/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01117-0019,Complaint - BIS,,"23 West 64 Street, New York, New York 10023",10023,1b And 4b,,,,Davis Parczewski,Inspection Note: No Access To Apts 1b And 4b. 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/5/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00443-0048,Complaint - BIS,,"58 East 1 Street, New York, New York 10003",10003,5e.,,,,Santiago Davis Parczewski,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00031-7501,Complaint - BIS,,"75 Wall Street, New York, New York 10005",10005,22r.,,,,Santaigo Davis Pugach,"ECB DEPT. OF BUILDINGS 35151370N,
FD E428045 (Served),
Summons FIRE DEPARTMENT 4422816347,
Inspection Note: Transient Guest Received Keys From Concierge Desk On Residents Side Lobby.,
Room 22r: 2 Occupants (12/28/2014 - 01/11/2015) Origin: Australia Booking: Airbnb,
-Interview Notes: $3000.",0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,Yes
2/13/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-02176-0150,Complaint - BIS,,"715 West 180 Street, New York, New York 10033",10033,"#3,4,23.",,,,Parczewski Davis,Inspection Note: Unable To Determine. All Long Term.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01564-0031,Complaint - BIS,,"434 East 85 Street, New York, New York 10028",10028,2nd Floor,,,,Davis Parczewski,"Inspection Note: Unable To Determine As Per Tenant Interviews 2c,2e.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01721-0059,Complaint - BIS,,"54 West 124 Street, New York, New York 10027",10027,,,,,Levine Parczewski,Inspection Note: Unable To Determine Transient Use Based On Occupant Interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00837-0028,Complaint - BIS,,"23 West 35 Street, New York, New York 10001",10001,3,,,,Davis Parczewski,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/11/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01039-0049,Complaint - BIS,,"326 West 49 Street, New York, New York 10019",10019,,,,,Davis Santiago Pugach,Inspection Note: Unable To Determine. No Exact Location Given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/4/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01680-7501,Complaint - BIS,,"309 East 108 Street, New York, New York 10029",10029,1f & 2g.,,,,Parczewski Davis,Inspection Note: No Access To Both Apts. Possible Activity From XXXXXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/10/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00910-0008,Complaint - BIS,,"207 East 29 Street, New York, New York 10016",10016,#3.,,,,Parczewski Davis,Inspection Note: #3 As Per Tenant Interviews. Rest Of Bldg Long Term.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/3/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00399-0035,Complaint - BIS,,"44 Avenue B, New York, New York 10009",10009,Na,,,,Giglio Pugach,"Inspection Note: Apts 2a,2b,4a,5b Permanent. Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/15/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01037-0049,Complaint - OSE,,"328 West 47th Street, New York, New York 10036",10036,"2b,3a,3c",,,,Pugach Davis Giglio Levine,Inspection Note: No Access To Apts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/23/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-01447-0005,Complaint - OSE,,"311 East 72nd Street, New York, New York 10021",10021,3h.,,,,Davis Parczewski,Inspection Note: No Access To Apt. Business Card Left With 3e.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00572-7502,Complaint - BIS,,"30 West 9 Street, New York, New York 10011",10011,5a,,,,Davis Santiago Pugach,Inspection Note: No Access To Apt. Left Business Card W/ 4a For Future Call.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/19/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01034-0007,Complaint - BIS,,"337 West 43 Street, New York, New York 10036",10036,3e,,,,Giglio Parczewski,Inspection Note: No Access To Apt 3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/24/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00733-0044,Complaint - OSE,,"410 West 36th Street, New York, New York 10036",10036,,,,,Giglio Pugach Santiago,Inspection Note: Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/11/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00065-0020,Complaint - BIS,,"12 John Street, New York, New York 10038",10038,,,,,Pugach Santiago Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/18/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-02368-0001,Complaint - BIS,,"1 Hope Street, New York, New York",,,,,,Davis Parczewski,Inspection Note: Unable To Determine. No Exact Location Given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/5/15,02/2015,2015,,Multiple Dwelling,PBQN,QN-05025-0001,Complaint - BIS,,"144-15 41st Avenue, New York, New York 11354",11354,307,,,,Santiago Pugach Levine Davis Giglio,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/20/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-01828-0125,Complaint - BIS,,"221 West 112 Street, New York, New York 10026",10026,,,,,Pugach Davis Giglio,Inspection Note: Unable To Determine As Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/5/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00376-0027,Complaint - BIS,,"270 East 7 Street, New York, New York 10009",10009,#4 & #2.,,,,Parczewski Santiago Davis,"ECB DEPT. OF BUILDINGS 35151379J,
ECB DEPT. OF BUILDINGS 35151378H,
ECB DEPT. OF BUILDINGS 35151382K,
ECB DEPT. OF BUILDINGS 35151381Z,
ECB DEPT. OF BUILDINGS 35151380R,
FD E436260 (Served),
Inspection Note: #4 & #2 Transient Use.,
Room #2: 2 Occupants (01/31/2014 - 01/06/2015) Origin: Germany. â‚¬1200 Booking: Airbnb,
-Interview Notes:,
Room #4: 6 Occupants (12/25/2014 - 01/06/2015) Origin: Brazil. Booking: Airbnb,
-Interview Notes: Approx. R $ 19,179.",0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,Yes
4/20/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-01945-0011,Complaint - BIS,,"437 Manhattan Avenue, New York, New York 10026",10026,"7e,6c.",,,,Pugach Davis Giglio,Inspection Note: Unable To Determine. Apts Vacant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/7/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01066-0103,Complaint - BIS,,"856 10 Avenue, New York, New York 10019",10019,3-Feb,,,,Giglio Pugach Santiago,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/5/15,02/2015,2015,,Multiple Dwelling,PBQN,QN-05048-0025,Complaint - BIS,,"143-48 41 Avenue, Flushing, New York 11355",11355,,,,,Pugach Davis Santiago Levine Giglio,Inspection Note: Unable To Determine. No Exact Location Given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/22/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00344-0013,Complaint - BIS,,"195 Stanton Street, New York, New York 10002",10002,"6a,6c,6d",,,,Pugach Santiago Giglio,Inspection Note: No Access To Apts. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/24/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01344-0020,Complaint - BIS,,"347 East 51 Street, New York, New York 10022",10022,"Apt A,1a,3b,3d",,,,Pugach Santiago Giglio,"Inspection Note: Apt 3b - Tenant Has Rented For 3 Months. Apts A,1a,3b - No Access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/18/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00736-0035,Investigation,,"515 9th Avenue, New York 11731",11731,,,,,Giglio Pugach Levine Santiago,Inspection Note: Unable To Determine Transient Use Based On Occupant Interviews On Floors 5 Thru 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/15/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00760-0004,Complaint - BIS,,"474 Ninth Avenue, New York, New York 10018",10018,,,,,Santiago Giglio Pugach Levine,Inspection Note: Unable To Gain Entry To Apts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/26/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00716-0062,Complaint - OSE,,"448 West 19th Street, New York, New York 10011",10011,2ab.,,,,Parczewski Giglio Davis Santiago,Inspection Note: Unknown Male Answered Behind Closed Door And Refused To Open Or Answer Questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01067-0051,Complaint - BIS,,"446 West 58 Street, New York, New York 10019",10019,4r,,,,Giglio Pugach Santiago,"Inspection Note: Based On Tenant Interview, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/13/15,04/2015,2015,,Multiple Dwelling,PBBN,BK-01503-0015,Complaint - OSE,,"808 Macdonough Street, New York, New York 11233",11233,1l.,,,,Davis Parczewski,Inspection Note: Access Denied By Unknown Male. 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/2/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-02057-0149,Complaint - BIS,,"460 West 141 Street, New York, New York 10031",10031,,,,,Levine Pugach Giglio Santiago,Inspection Note: Denied Entry By Male (XXXXXX),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/12/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00401-0054,Complaint - BIS,,"519 East 5 Street, New York, New York 10009",10009,Thruout,,,,Santiago Parczewski Giglio,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/21/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01362-0012,Complaint - BIS,,"20 Beekman Place, New York, New York 10022",10022,,,,,Davis Pugach Santiago Giglio,Inspection Note: No Specific Apt Listed. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/6/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-01125-0061,Complaint - BIS,,"46 West 73rd Street, New York, New York 10023",10023,3b,,,,Giglio Parczewski Pugach,"Inspection Note: Pursuant To Occupant Interview, XXXXXX States He Has Lived In Apt For 2 Years. Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01542-0047,Complaint - BIS,,"308 East 80 Street, New York, New York 10075",10075,4c & 4d,,,,Davis Parczewski,Inspection Note: No Access 4c. - L/t 4d.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00557-0014,Complaint - BIS,,"816 Broadway, New York, New York 10003",10003,2,,,,Santiago Giglio Pugach,Inspection Note: Tenants In 2nd Fl Apt Showed Document That They Were Staying For 30 Days. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/16/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01875-0038,Complaint - BIS,,"210 West 104 Street, New York, New York 10025",10025,10e.,,,,Santiago Davis Parczewski,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-06916-0077,Complaint - BIS,,"147 28th Avenue, Brooklyn, New York, New York 11214",11214,,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/16/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01767-0016,Complaint - OSE,,"1900 Lexington Avenue, New York, New York 10035",10035,6g,,,,Davis Parczewski Santiago,"Inspection Note: No Access 2nd Visit. Access Refused By Female /white ""XXXXXX"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01381-0031,Complaint - BIS,,"61 East 66 Street, New York, New York 10065",10065,,,,,Levine Parczewski,Inspection Note: Unable To Determine Transient Use Based On Occupant Interviews. Perm Tennants In 6a And 7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/31/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01168-0004,Complaint - OSE,,"346 West End Ave., New York, New York 10024",10024,4b,,,,Santiago Pugach Giglio Parczewski,"Inspection Note: Based On Occupant Interview ( XXXXXX ) And Physical Inspection, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/28/15,04/2015,2015,,Multiple Dwelling,PBQN,"QN-05137-0012, QN-5137-12",Complaint - BIS,,"42-49 Colden Street, Flushing, New York 11355",11355,6f,,,,Davis Santiago Pugach,Inspection Note: Unable To Determine As Per Tenant Interview. XXXXXX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00837-0012,Posting Violation,,"53 West 35th Street, New York, New York 10018",10018,,,,,Davis Parczewski,"ECB DEPT. OF BUILDINGS 35151423H,
DOB 011415CMTF02KP (Served),
Inspection Note: Post",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Yes
1/21/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01333-0023,Complaint - BIS,,"1 1 Avenue, New York, New York 10003",10003,1324,,,,Giglio Davis Santiago Pugach,Inspection Note: No Access To Apt 1324. Tenant Is A F/a XXXXXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/3/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-01060-0002,Complaint - BIS,,"736 10th Avenue, New York, New York 10019",10019,,,Male,,Giglio Pugach,"Inspection Note: Based On Physical Inspection, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01293-0050,Complaint - BIS,,"38 East 58 Street, New York, New York 10022",10022,,,,,Levine Parczewski,Inspection Note: According To Super In Apt 4w. The Tenant In Apt 6a Used To Rent Out The Apt But Landlord Told Not To. No Recent Activity Has Been Seen. Unable To Determine Transient Use Based On Occupant Interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/12/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00803-7501,Complaint - BIS,,"315 7th Avenue, New York, New York 11215",11215,,,,,Pugach Levine Santiago Giglio,Inspection Note: Unable To Determine Transient Use Based On Occupant Interviews. Unable To Gain Entry To Apt 8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/19/15,03/2015,2015,,Multiple Dwelling,PBBS,BK-01360-0044,Complaint - BIS,,"1170 Street Mark's Avenue, Brooklyn, New York 11213",11213,,,,,Davis Pugach,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/27/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00027-7501,Complaint - BIS,,"55 Wall Street, New York, New York 10005",10005,506 & 620,,,,Pugach Parczewski Santiago Davis,Inspection Note: No Access #620. Unable To Determine #506. Spoke To M/bk XXXXXX. States He's Business Partner Of Condo Owner Staying 1yr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
